Keyword;Avg. monthly searches;Cambio en los últimos tres meses;Cambio interanual;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);In account?;Searches: Nov 2023;Searches: Dec 2023;Searches: Jan 2024;Searches: Feb 2024;Searches: Mar 2024;Searches: Apr 2024;Searches: May 2024;Searches: Jun 2024;Searches: Jul 2024;Searches: Aug 2024;Searches: Sep 2024;Searches: Oct 2024;Searches: Nov 2024
ruptura de tibia y peroné;10;0%;0%;Bajo;5;;;;10;10;10;10;10;10;10;20;10;20;10;10;10
ruptura de perone;10;-50%;0%;Bajo;4;;;;10;10;10;10;10;10;10;10;10;10;20;20;10
rotura disco lumbar;10;0%;0%;Bajo;0;;;;10;0;10;10;10;10;10;0;10;10;10;10;10
rotura de tobillo tibia y perone recuperacion;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;0;0;10;0;10
rotura de tibia y perone por el tobillo;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;10;10;10;10;10;0;0
rotura de peroné sin desplazamiento;10;-100%;0%;Desconocido;;;;;0;10;10;0;10;0;0;0;0;0;10;0;0
rodilla tibia y perone;10;0%;100%;Bajo;0;;;;10;10;10;10;10;10;10;10;20;20;20;20;20
riesgo de trabajo incapacidad;10;0%;0%;Desconocido;;;;;0;0;10;0;0;0;0;0;0;0;0;0;0
requisitos para solicitar abogado gratuito;10;-100%;-100%;Desconocido;;;;;10;10;0;10;0;0;10;0;10;10;10;0;0
requisitos para accidente de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;10;0;0;0;10;10;0;0;10;0
requisitos accidente de trabajo;10;∞;∞;Bajo;29;;;;0;10;0;0;0;10;0;0;10;0;0;10;10
renuncia indirecta;10;0%;-50%;Bajo;6;;;;20;10;10;10;10;10;10;10;10;10;10;10;10
remuneracion por accidente de trabajo;10;"""";0%;Medio;48;;;;10;10;10;10;10;10;10;10;0;10;0;10;10
recuperacion de perone fracturado;10;0%;0%;Bajo;12;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
reclamo por despido injustificado;10;0%;0%;Alto;69;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
reclamo aseguradora por accidente;10;0%;-50%;Medio;63;$44,40;289,19;;20;10;10;10;10;10;10;10;10;10;10;10;10
reclamar indemnización por accidente laboral;10;"""";0%;Alto;93;;;;10;10;10;0;0;0;10;0;0;0;0;10;10
reclamar accidente laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;10;0;10;0;0;0;0;0;0
rechazo por enfermedad no listada;10;0%;0%;Bajo;0;;;;10;20;10;20;10;10;20;10;20;10;10;10;10
razones de despido;10;∞;0%;Medio;43;;;;10;10;10;10;10;10;10;10;10;10;0;10;10
quiero un abogado;10;0%;0%;Medio;64;$71,47;344,23;;10;10;10;10;10;10;10;10;10;10;10;10;10
quienes son los abogados;10;-100%;0%;Desconocido;;;;;0;0;10;0;10;10;10;10;10;10;10;0;0
punta de dedo;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
puedo despedir a un trabajador sin motivo;10;0%;0%;Bajo;21;;;;10;0;0;10;0;0;10;0;0;0;10;10;10
protusiones cervicales incapacidad;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;10;0;0;0;0;0;0
protrusión discal foraminal;10;0%;0%;Bajo;6;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
protrusión discal central;10;-50%;0%;Bajo;11;;;;10;10;10;10;10;10;10;20;10;10;20;20;10
protrusion cervicales;10;0%;0%;Bajo;0;;;;10;10;10;10;10;0;0;10;0;10;10;10;10
programa gestion abogados;10;0%;0%;Bajo;0;;;;10;0;10;10;10;0;10;0;0;10;10;0;10
proceso judicial por accidente de transito;10;0%;-100%;Desconocido;;;;;10;0;10;10;10;0;10;10;10;10;0;0;0
procedimiento en caso de accidente laboral;10;100%;0%;Bajo;15;;;;20;10;10;10;10;10;10;10;10;10;10;20;20
problemas discales;10;0%;0%;Bajo;0;;;;10;10;10;10;0;10;10;10;10;10;10;10;10
problema de disco en la columna;10;0%;0%;Bajo;31;;;;10;20;10;10;10;10;10;10;10;10;10;10;10
prevencion accidentes laborales;10;0%;-33%;Bajo;21;$78,81;105,66;;30;10;10;10;10;10;20;20;20;10;20;10;20
prestaciones a cargo del empleador y de la art;10;0%;-80%;Bajo;11;;;;50;20;10;10;10;10;10;30;10;10;10;10;10
preguntas sobre sucesiones;10;∞;0%;Alto;79;;;;10;10;10;10;10;10;10;10;0;10;0;10;10
preguntas sobre accidentes laborales;10;0%;0%;Medio;57;;;;10;0;10;0;10;0;10;0;0;10;10;10;10
preguntas sobre accidentes de trabajo;10;0%;-100%;Desconocido;;;;;10;0;0;10;10;10;0;0;0;10;0;0;0
indemnización laboral por accidente de trabajo;10;0%;0%;Medio;41;$43,68;300,43;Y;10;10;10;10;10;10;10;10;10;10;10;10;10
pregunta abogado laboralista gratis;10;0%;∞;Alto;93;;;;0;0;10;0;0;10;0;0;0;0;10;0;10
precios abogados laboralistas;10;0%;-100%;Desconocido;;;;;10;10;0;10;10;0;0;0;10;0;0;0;0
precio del dedo pulgar;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
precio del dedo meñique;10;0%;0%;Bajo;0;;;;10;0;10;0;10;10;10;0;10;10;10;0;10
precio del dedo indice;10;"""";0%;Bajo;0;;;;10;10;0;0;0;0;0;0;10;0;0;0;10
precio de un dedo humano;10;"""";0%;Bajo;0;;;;10;10;0;10;0;0;0;10;0;10;0;0;10
precio de un dedo;10;-100%;-100%;Desconocido;;;;;10;0;10;10;0;10;10;10;10;10;10;10;0
precio de los dedos;10;0%;0%;Bajo;0;;;;10;10;20;20;10;10;10;10;10;10;10;10;10
precio de dedos por accidentes;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;0;0;0;0;0;0;0;0
precio de dedos de la mano;10;0%;0%;Bajo;10;;;;10;10;10;0;10;10;0;0;0;10;10;10;10
precio de dedos;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
preaviso por despido injustificado;10;0%;0%;Bajo;14;;;;10;10;10;10;10;10;10;10;10;0;10;0;10
preaviso para despido;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
preacuerdo art;10;0%;0%;Medio;55;$91,48;291,69;;10;10;10;10;10;10;10;20;20;10;10;10;10
post para abogados;10;0%;0%;Bajo;7;;;;10;10;10;10;10;0;10;0;10;10;10;10;10
post de abogados;10;0%;0%;Bajo;7;;;;10;10;10;0;0;10;10;0;10;10;10;10;10
post abogados;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;0;10;10;10;10;10;10
posibles lesiones en un accidente de transito;10;∞;∞;Bajo;0;;;;0;0;10;10;0;0;0;0;10;10;0;0;10
porque te despiden de un trabajo;10;0%;0%;Bajo;14;;;;10;0;10;0;10;10;10;10;10;0;10;0;10
porque se puede despedir a un trabajador;10;∞;∞;Bajo;14;;;;0;0;0;10;10;0;0;0;10;10;0;10;10
porque se producen las hernias cervicales;10;0%;0%;Bajo;14;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
porque se produce la hernia lumbar;10;0%;0%;Bajo;14;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
porque se produce la hernia cervical;10;0%;"""";Bajo;26;;;;0;0;0;10;10;10;10;10;10;10;10;10;10
porque se hacen las hernias de disco;10;0%;-50%;Bajo;15;$10,43;48,92;;20;10;20;10;10;10;10;10;10;10;10;20;10
porque salen las hernias en la espalda;10;0%;-100%;Desconocido;;;;;10;0;0;10;10;0;0;0;0;10;0;0;0
porque sale hernia en la columna;10;0%;0%;Bajo;29;;;;10;0;10;10;10;10;0;10;10;10;10;10;10
porque me duelen los discos de la columna;10;-100%;-100%;Desconocido;;;;;10;0;10;0;10;10;10;10;10;10;10;10;0
porque despedir a un empleado;10;0%;-100%;Desconocido;;;;;10;10;0;0;10;10;0;10;0;0;0;10;0
porcentajes de indemnizacion laboral;10;0%;0%;Medio;57;;;;10;10;10;0;10;10;10;10;10;10;10;10;10
porcentaje por accidente de trabajo;10;0%;0%;Medio;52;;;;10;10;10;10;10;10;10;10;0;10;10;10;10
porcentaje de incapacidad por accidente de tránsito;10;0%;0%;Bajo;19;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
porcentaje abogado laboral;10;0%;0%;Medio;55;$68,34;591,73;;10;10;10;10;10;10;10;10;10;10;10;10;10
porcentaje abogado indemnizacion;10;∞;∞;Medio;57;;;;0;10;10;10;0;10;0;10;10;10;0;10;10
por despido injustificado cuanto me corresponde;10;0%;0%;Medio;57;;;;10;10;10;10;20;10;10;10;10;10;10;10;10
por despido injustificado;10;0%;∞;Bajo;29;;;;0;10;10;10;10;10;10;10;0;10;10;0;10
por accidente laboral cuanto se cobra;10;0%;0%;Alto;71;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
por accidente laboral;10;0%;0%;Medio;57;;;;10;0;10;10;0;0;10;10;10;10;10;10;10
por accidente de trabajo cuanto se cobra;10;0%;0%;Medio;57;;;;10;20;10;10;10;0;10;10;10;10;10;10;10
por accidente de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;10;10;0;10;10;10;10;0;10;0
poder de abogados;10;0%;0%;Bajo;2;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
plazo denuncia accidente de trabajo;10;0%;0%;Medio;36;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
monto de indemnizacion por accidente laboral;10;0%;0%;Alto;76;$67,02;278,12;Y;10;10;10;10;10;10;10;10;10;10;10;10;10
plazo de la art para rechazar siniestro;10;0%;0%;Bajo;26;$101,40;443,62;;20;10;10;10;10;10;10;10;20;10;20;10;20
plataforma abogados online;10;∞;0%;Alto;86;;;;10;10;0;10;10;10;0;10;0;0;0;0;10
plataforma abogados;10;0%;0%;Medio;60;;;;10;0;0;10;10;10;10;10;10;10;10;10;10
placa en tibia y peroné;10;0%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
pinzamiento de discos lumbares;10;0%;0%;Bajo;19;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
perone rotura;10;0%;0%;Bajo;0;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
peroné roto;10;0%;0%;Bajo;0;;;;10;10;10;10;0;0;10;0;0;10;10;10;10
perdida de un dedo en el trabajo;10;0%;"""";Medio;43;;;;0;10;0;10;10;10;0;10;10;10;10;10;10
pasos en caso de accidente laboral;10;"""";"""";Medio;57;;;;0;0;0;0;0;10;0;0;0;10;0;10;10
parte de accidente laboral;10;∞;0%;Bajo;0;;;;10;0;10;0;10;10;0;0;0;0;0;0;10
parte accidente laboral;10;-100%;0%;Desconocido;;;;;0;10;0;0;10;0;0;10;10;10;10;10;0
paras abogados;10;0%;0%;Bajo;8;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
para despedir a un trabajador;10;0%;0%;Bajo;25;;;;10;10;0;0;10;0;0;0;10;10;10;10;10
pago preaviso despido;10;0%;0%;Medio;43;;;;10;0;10;0;10;10;0;10;10;10;10;0;10
pago por indemnizacion;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
pago por despido justificado;10;0%;0%;Medio;63;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
pago por despido arbitrario;10;0%;0%;Desconocido;;;;;0;0;0;0;10;10;0;0;0;0;0;0;0
pago por accidente laboral;10;-50%;0%;Medio;51;$33,06;122,53;;10;10;10;10;10;10;10;10;10;10;20;10;10
pago por accidente de trabajo;10;0%;0%;Alto;86;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
pago incapacidad por accidente de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
pago despido injustificado;10;-100%;0%;Desconocido;;;;;0;10;10;0;10;10;0;0;0;0;10;10;0
pago despido;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;0;10
pago de secuelas por accidente de trabajo;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;10;0;0;0
pago de indemnizaciones por accidente de trabajo;10;-100%;0%;Desconocido;;;;;0;10;0;0;0;10;10;0;10;10;10;0;0
pago de indemnizacion por perdida de capacidad laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
pago de indemnización por despido injustificado;10;0%;-100%;Desconocido;;;;;10;10;0;0;10;0;0;0;10;10;0;0;0
pago de indemnización por despido arbitrario;10;-100%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;10;10;0
pago de indemnización por accidente laboral;10;0%;0%;Alto;86;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
pago de incapacidad por accidente laboral;10;-100%;0%;Desconocido;;;;;0;0;0;10;10;10;10;10;10;10;10;10;0
pago de despido;10;0%;0%;Bajo;29;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
pago de accidente de trabajo;10;-100%;0%;Desconocido;;;;;0;0;10;10;0;0;0;0;0;0;10;0;0
pago cuando te despiden;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;10;10;10;10;10;10;0
pago accidente laboral;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;10;0;10;10;10;0;0
pago accidente de trabajo;10;"""";0%;Bajo;0;;;;10;10;0;0;0;0;10;0;0;0;0;0;10
pagina web para abogados;10;0%;0%;Alto;100;;;;10;0;10;10;10;10;10;10;10;10;10;10;10
pagina web estudio juridico;10;0%;0%;Alto;82;$114,12;337,62;;10;10;10;10;10;10;10;10;10;20;10;10;10
paga por discopatía degenerativa;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
paga por accidente laboral;10;0%;-100%;Desconocido;;;;;10;0;10;0;10;0;0;0;0;0;0;0;0
online abogado;10;-100%;0%;Desconocido;;;;;0;0;10;0;0;0;0;10;0;0;10;0;0
oficinas de abogados laborales;10;0%;0%;Desconocido;;;;;0;10;0;0;0;0;0;10;0;0;0;0;0
oficina del abogado;10;0%;∞;Alto;86;;;;0;10;0;10;10;0;10;10;0;10;10;10;10
oficina de abogados laborales;10;0%;0%;Desconocido;;;;;0;10;0;0;0;0;0;10;0;0;0;0;0
oficina de abogados gratis;10;0%;-100%;Desconocido;;;;;10;10;0;0;0;10;0;0;10;0;0;10;0
oferta laboral para abogados;10;0%;0%;Alto;71;;;;10;10;10;10;10;10;10;10;10;20;10;10;10
nuñez abogado;10;0%;0%;Bajo;8;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
número de teléfono de abogados laborales;10;0%;0%;Alto;100;$817,23;1922,94;;10;10;10;10;10;10;10;10;10;10;10;10;10
no se puede despedir;10;-100%;0%;Desconocido;;;;;0;0;0;0;10;0;0;10;0;0;10;0;0
no es accidente de trabajo;10;∞;∞;Bajo;0;;;;0;10;10;10;10;10;10;0;0;10;0;0;10
necesito un buen abogado;10;∞;0%;Bajo;25;;;;10;0;0;0;10;10;10;10;10;10;0;10;10
necesito un abogado laboral;10;0%;0%;Alto;100;;;;10;10;10;10;10;10;0;10;10;10;10;10;10
movimiento de discos en la columna;10;"""";"""";Bajo;14;;;;0;0;0;0;10;10;0;0;10;10;0;10;10
motivos para que te despidan del trabajo;10;0%;0%;Desconocido;;;;;0;10;10;10;0;0;0;0;10;10;0;10;0
motivos para despido justificado;10;0%;0%;Desconocido;;;;;0;10;0;10;0;0;10;10;10;0;0;0;0
motivos de despido injustificado;10;∞;0%;Medio;40;;;;10;10;0;0;10;10;10;10;10;10;0;10;10
motivo de despido por faltas;10;∞;0%;Bajo;14;;;;10;10;0;10;0;0;10;0;0;0;0;0;10
montos de indemnizaciones por accidentes laborales;10;0%;0%;Medio;43;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
monto de la indemnización en meses ingreso base de liquidación;10;0%;0%;Desconocido;;;;;0;0;0;0;0;10;10;0;0;0;0;0;0
monto de indemnizacion por accidente de transito;10;0%;0%;Medio;65;$249,15;1045,02;;10;10;10;10;10;10;10;10;10;10;10;10;10
modelo presentación comisión médica;10;-100%;-100%;Desconocido;;;;;10;10;10;10;10;10;0;10;0;0;10;0;0
modelo demanda enfermedad profesional;10;0%;0%;Bajo;18;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
modelo demanda accidente de trabajo 2019;10;0%;0%;Desconocido;;;;;0;10;0;0;0;0;0;0;0;0;0;0;0
modelo demanda accidente de trabajo;10;0%;-50%;Bajo;13;;;;20;10;10;10;10;10;10;10;10;10;10;10;10
modelo de reclamo ante la comisión médica;10;"""";0%;Bajo;0;;;;10;0;0;10;10;10;10;0;0;10;0;10;10
modelo de demanda por enfermedad profesional;10;0%;0%;Bajo;14;;;;10;10;10;10;10;10;10;10;10;20;10;10;10
mejores estudios juridicos argentina;10;0%;0%;Medio;50;;;;10;10;10;10;10;10;10;0;10;10;10;10;10
mejores estudios juridicos;10;0%;0%;Bajo;0;;;;10;0;10;10;10;10;10;0;0;0;10;10;10
mejores abogados laboralistas;10;0%;0%;Alto;100;;;;10;10;10;10;10;10;10;10;0;10;10;10;10
mejores abogados de accidentes de trabajo;10;∞;∞;Alto;100;;;;0;10;0;0;0;0;10;0;0;10;0;0;10
mejores abogados de accidentes;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;10;10;0;10;0;0;0
mejores abogados argentina;10;0%;0%;Alto;81;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
mejores abogados;10;0%;0%;Bajo;31;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
mejor estudio juridico de argentina;10;-50%;0%;Alto;70;$66,07;209,33;;10;10;10;30;20;10;20;30;10;10;20;10;10
mejor estudio de abogados de argentina;10;-50%;0%;Medio;59;$77,92;154,31;;10;10;20;10;10;10;10;10;20;10;20;10;10
mejor abogado laboral buenos aires;10;∞;∞;Medio;52;;;;0;0;0;0;0;0;0;0;10;0;0;0;10
mejor abogado de cordoba;10;0%;0%;Medio;57;$48,68;197,29;;10;10;10;10;10;10;10;10;10;10;10;10;10
mejor abogada;10;0%;-50%;Alto;69;;;;20;10;10;10;10;10;10;10;10;10;10;10;10
me pueden indemnizar por accidente laboral;10;"""";0%;Alto;81;;;;10;10;10;10;0;10;10;0;0;10;0;10;10
me pueden despedir sin motivo;10;0%;-100%;Desconocido;;;;;10;0;10;10;10;0;10;10;10;10;0;10;0
me llego una carta documento de la art;10;-100%;-100%;Desconocido;;;;;10;10;10;10;0;10;10;0;0;10;10;10;0
me duele un disco de la columna;10;0%;0%;Bajo;20;;;;10;0;10;10;10;10;10;0;10;10;10;10;10
me corresponde indemnizacion por accidente laboral;10;0%;0%;Alto;79;$85,27;563,06;;10;20;20;10;10;10;10;10;10;10;10;10;10
me citaron de la art;10;0%;-100%;Desconocido;;;;;10;0;10;10;10;10;0;0;0;10;0;10;0
me accidente en el trabajo que debo hacer;10;0%;0%;Alto;70;$39,83;574,52;;10;10;10;10;10;10;10;20;10;10;10;10;10
me accidente en el trabajo;10;0%;0%;Alto;71;$66,10;376,18;;10;10;10;0;10;10;10;0;10;10;10;10;10
manguito rotador es enfermedad laboral;10;0%;0%;Bajo;14;;;;10;10;10;10;0;0;10;0;10;10;10;10;10
luxofractura de perone;10;-50%;0%;Bajo;0;;;;10;10;10;10;10;10;10;10;10;10;20;10;10
los mejores estudios juridicos de argentina;10;0%;0%;Alto;67;;;;10;10;10;10;10;10;10;10;20;10;10;10;10
los mejores abogados laborales;10;0%;0%;Medio;55;$372,67;740,71;;10;10;0;10;10;10;10;10;10;10;10;10;10
los mejores abogados de accidentes de trabajo;10;-100%;-100%;Desconocido;;;;;10;0;0;0;10;10;0;0;10;10;10;10;0
los mejores abogados de accidentes de auto;10;0%;-100%;Desconocido;;;;;10;0;0;0;0;10;0;0;0;0;0;0;0
los discos de la espalda;10;0%;0%;Bajo;4;;;;10;10;0;0;0;0;10;10;0;0;10;10;10
los discos de la columna vertebral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;10;10;10;10;10;0;0;0
los accidentes laborales;10;∞;0%;Medio;61;;;;10;0;0;10;0;10;10;10;10;10;0;10;10
los accidentes in itinere;10;0%;0%;Bajo;17;;;;10;10;10;0;10;10;10;10;10;10;10;10;10
los accidentes en el trabajo;10;0%;0%;Medio;57;;;;10;0;0;10;10;0;10;10;0;10;10;0;10
los accidentes de trabajo y las enfermedades profesionales;10;0%;∞;Alto;76;;;;0;10;0;0;10;10;10;10;10;10;10;0;10
los accidentes de trabajo son;10;-100%;0%;Desconocido;;;;;0;10;0;0;0;10;0;0;0;0;10;10;0
los accidentes de trabajo;10;0%;0%;Medio;50;;;;10;20;10;10;10;10;10;10;10;10;10;10;10
los abogados de accidentes;10;-100%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;10;0;0
logros de un abogado;10;∞;∞;Alto;86;;;;0;0;0;10;10;10;10;0;10;0;0;0;10
logros de abogados;10;∞;∞;Bajo;29;;;;0;0;10;10;10;0;0;0;0;0;0;0;10
liquidacion por enfermedad laboral;10;0%;0%;Alto;86;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
liquidación por enfermedad;10;-100%;-100%;Desconocido;;;;;10;10;10;0;0;10;10;0;10;10;10;10;0
liquidacion incapacidad por accidente de trabajo;10;0%;0%;Alto;86;$55,14;254,91;;10;10;10;10;10;10;10;10;10;20;10;10;10
liquidacion despido injustificado;10;0%;0%;Medio;50;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
liquidacion accidente de transito;10;0%;0%;Medio;54;$118,49;420,16;;10;10;10;10;10;10;10;20;10;10;10;10;10
leyes de los abogados;10;0%;0%;Bajo;7;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
ley por despido injustificado;10;0%;0%;Medio;39;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
ley para despedir a un trabajador;10;0%;∞;Alto;93;;;;0;0;0;0;0;10;10;0;10;10;10;10;10
ley laboral despido injustificado;10;0%;0%;Medio;62;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
ley del trabajo accidente laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;10;10;10;0;0;10;0;0;0
ley de la abogacia;10;0%;0%;Bajo;0;;;;10;10;0;10;10;10;10;10;10;10;10;10;10
ley de indemnización por accidente laboral;10;0%;0%;Medio;51;$61,26;446,96;;10;10;10;10;10;10;10;10;10;10;10;10;10
lesiones graves en accidente de transito;10;-50%;0%;Bajo;11;;;;10;10;10;10;10;30;10;10;10;20;20;10;10
lesiones graves accidente de transito;10;0%;0%;Bajo;17;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
lesiones de trabajo;10;0%;0%;Bajo;15;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
legalmente online;10;0%;0%;Medio;48;$81,69;298,73;;10;10;10;10;0;10;10;10;10;10;10;10;10
legales abogados;10;0%;0%;Medio;33;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
legale abogados;10;0%;0%;Medio;33;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
legal transito;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;10;0
laboralista online;10;0%;0%;Bajo;0;;;;10;0;10;0;10;0;0;0;0;0;10;10;10
laboralista abogado;10;0%;0%;Medio;48;$102,11;701,53;;10;10;10;10;10;10;10;20;10;10;10;10;10
laboral legal;10;0%;∞;Medio;36;;;;0;0;0;10;0;0;10;0;10;0;10;10;10
laboral abogados;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
laboral abogado;10;0%;0%;Medio;57;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
la tibia y peroné;10;-33%;100%;Bajo;1;;;;10;20;10;10;10;10;20;10;20;20;30;10;20
la radiculopatía es una enfermedad profesional;10;-50%;0%;Bajo;26;$61,00;153,16;;10;10;10;10;20;20;20;10;40;10;20;20;10
la oficina del abogado;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;10;0
la ley de riesgo de trabajo;10;0%;-50%;Bajo;8;;;;20;10;10;10;10;10;10;10;10;20;10;20;10
la art le paga a mi abogado;10;0%;0%;Medio;63;$71,93;1149,4;;10;10;10;10;10;10;10;10;10;10;10;10;10
justificacion de despido laboral;10;0%;∞;Bajo;0;;;;0;10;0;10;0;0;0;0;0;0;10;0;10
juicio por enfermedad profesional;10;-50%;0%;Alto;70;$53,65;184,13;;10;10;10;10;20;10;10;10;10;10;20;20;10
juicio a art por enfermedad profesional;10;0%;0%;Alto;67;$70,96;353,27;;10;10;10;10;10;20;20;10;10;10;10;10;10
itinere accidente;10;-33%;-33%;Medio;36;$65,77;165,31;;30;20;10;10;30;20;10;20;10;10;30;10;20
invalidez por accidentes de trabajo y enfermedad profesional;10;"""";"""";Alto;71;;;;0;0;0;0;0;0;10;0;0;10;0;0;10
invalidez por accidente de trabajo;10;0%;0%;Desconocido;;;;;0;10;0;0;10;10;10;10;0;10;0;0;0
informar accidente de trabajo;10;-100%;-100%;Desconocido;;;;;10;10;0;10;0;10;10;0;0;10;10;10;0
información de abogados;10;100%;100%;Bajo;29;$24,82;204,21;;10;10;10;0;10;10;10;10;10;10;10;10;20
informacion de abogados;10;0%;0%;Medio;55;$54,65;86,71;;10;10;10;0;30;10;10;10;10;10;10;10;10
abogados de accidentes en el trabajo;10;0%;∞;Bajo;29;;;Y;0;0;10;0;10;10;0;10;10;10;10;10;10
informacion de abogacia;10;0%;0%;Alto;73;$122,53;834,27;;10;10;10;10;10;10;10;10;10;10;10;20;10
abogados para accidentes laborales;10;0%;∞;Alto;100;;;Y;0;0;10;0;10;10;10;10;0;10;10;10;10
abogados especialistas en accidentes de trabajo;10;0%;0%;Alto;80;$152,73;1802,11;Y;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados por accidente de trabajo;10;0%;0%;Alto;77;$257,64;3771,03;Y;10;10;20;10;10;10;10;10;10;10;10;10;10
informacion abogados gratis;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
informacion abogados;10;0%;0%;Bajo;33;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
inflamación discos columna;10;0%;0%;Bajo;21;;;;10;10;10;10;10;10;10;10;10;10;10;10;10
inflamación de discos intervertebrales;10;0%;0%;Bajo;7;;;;10;10;20;10;10;10;10;10;10;10;10;10;10
indice ripte como se calcula;10;100%;100%;Bajo;11;;;;10;10;20;10;20;20;20;10;10;10;10;10;20
indemnizacion x accidente laboral;10;0%;0%;Alto;83;$41,10;346,23;;10;10;10;10;10;10;10;10;10;10;10;10;10
abogados para accidentes en el trabajo;10;0%;0%;Desconocido;;;;Y;0;0;0;0;0;0;0;0;0;0;0;0;0
indemnizacion segura;10;0%;-50%;Bajo;10;;;;20;10;10;10;10;10;10;10;10;10;10;10;10
indemnización riesgo de trabajo;10;"""";0%;Medio;50;;;;10;10;10;10;10;0;10;0;10;0;0;10;10
indemnización por secuelas accidente laboral;10;"""";0%;Alto;71;;;;10;10;10;10;10;10;10;10;10;10;0;10;10
indemnización por riesgo laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;10;0
indemnización por riesgo de trabajo;10;0%;0%;Medio;52;$40,93;236,76;;10;20;10;10;10;20;10;20;10;10;10;10;10
indemnizacion por quemaduras en accidente laboral;10;0%;0%;Medio;59;$45,48;306,32;;10;10;10;20;10;10;10;10;10;10;10;10;10
indemnización por pérdida de un ojo en accidente laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;10;0;0;0;0;0;10;0
indemnizacion por perdida de un dedo en accidente laboral;10;0%;0%;Desconocido;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
