Keyword MarinPistacchia;;;;;;;
1 de julio de 2023 - 30 de junio de 2024;;;;;;;
;;;;;;;
Keyword;Avg. monthly searches;Cambio en los últimos tres meses;Cambio interanual;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range)
porcentaje de incapacidad laboral;50;0%;0%;Bajo;22;29.77;70.08
porcentaje de incapacidad por accidente de tránsito;50;0%;0%;Medio;33;;
porcentaje de incapacidad por fractura de codo;50;0%;0%;Bajo;26;28.91;67.77
porcentaje de incapacidad por fractura de fémur;50;0%;0%;Medio;43;40.97;53.30
porcentaje de incapacidad por fractura de platillo tibial;50;0%;0%;Bajo;23;;
porcentaje de incapacidad por fractura de tobillo;50;0%;0%;Bajo;33;34.20;82.37
porcentaje de incapacidad por hernia de disco;50;0%;0%;Bajo;31;26.58;55.74
porcentaje de incapacidad por riesgo de trabajo;50;0%;-100%;Desconocido;;;
porcentaje de incapacidad por rotura de meniscos 2020;50;0%;-100%;Desconocido;;;
porcentaje incapacidad art;50;0%;0%;Medio;45;36.26;112.29
porcentaje por accidente de trabajo;50;0%;0%;Bajo;19;;
porcentajes de indemnizacion laboral;50;0%;∞;Medio;33;;
porque aparecen las hernias discales;50;0%;0%;Bajo;14;;
porque da hernia de disco;50;0%;-100%;Desconocido;;;
porque da la hernia discal;50;0%;0%;Desconocido;;;
porque da una hernia discal;50;0%;0%;Desconocido;;;
porque me duelen los discos de la columna;50;0%;0%;Bajo;0;;
porque sale hernia discal;50;0%;0%;Desconocido;;;
porque sale hernia en la columna;50;0%;0%;Bajo;14;;
porque sale la hernia de disco;50;0%;0%;Bajo;18;12.90;41.58
porque sale una hernia discal;50;0%;0%;Bajo;0;;
porque salen hernias discales;50;0%;0%;Desconocido;;;
porque salen hernias lumbares;50;0%;0%;Desconocido;;;
porque salen las hernias cervicales;50;0%;∞;Medio;33;;
porque salen las hernias de disco;50;0%;0%;Bajo;18;2.28;41.02
porque salen las hernias en la columna;50;0%;0%;Bajo;0;;
porque salen las hernias en la espalda;50;0%;0%;Desconocido;;;
porque se dan las hernias discales;50;0%;-100%;Desconocido;;;
porque se hace la hernia de disco;50;0%;0%;Bajo;17;22.54;41.63
porque se hace una hernia discal;50;0%;∞;Alto;71;;
porque se hacen las hernias de disco;50;0%;0%;Bajo;20;12.26;41.71
porque se hacen las hernias en la columna;50;0%;0%;Desconocido;;;
porque se produce el abombamiento discal;50;0%;0%;Bajo;13;;
porque se produce hernia de disco;50;0%;0%;Bajo;18;2.13;41.28
porque se produce la hernia cervical;50;0%;0%;Bajo;14;;
porque se produce la hernia discal;50;0%;0%;Bajo;3;;
porque se produce la hernia lumbar;50;0%;0%;Bajo;11;;
porque se produce una hernia cervical;50;0%;0%;Bajo;32;;
porque se produce una hernia de disco;50;0%;0%;Bajo;18;9.00;39.64
porque se producen hernias en la columna;50;0%;-100%;Desconocido;;;
porque se producen las hernias cervicales;50;0%;0%;Bajo;21;;
porque se producen las hernias de disco;50;0%;0%;Bajo;14;10.14;41.44
preacuerdo art;50;0%;0%;Bajo;25;68.24;105.62
precio de dedos;50;0%;0%;Bajo;5;;
precio de dedos por accidentes;50;0%;-100%;Desconocido;;;
precio de los dedos;50;0%;0%;Bajo;1;;
precio de operacion de hernia discal;50;0%;0%;Desconocido;;;
precio de operación de tibia y peroné;50;0%;0%;Bajo;14;;
precio de un dedo;50;0%;0%;Bajo;0;;
precio del dedo indice;50;0%;-100%;Desconocido;;;
precio del dedo pulgar;50;0%;∞;Bajo;0;;
precios de dedos amputados;50;0%;-100%;Desconocido;;;
precios de los dedos de la mano;50;0%;0%;Bajo;9;;
prestaciones a cargo del empleador y de la art;50;0%;0%;Bajo;5;;
prestaciones art;50;0%;0%;Bajo;18;;
prestaciones de la art;50;0%;0%;Bajo;10;;
prestaciones en especie art;50;0%;0%;Bajo;8;39.24;92.46
principio de hernia de disco;50;0%;0%;Bajo;12;11.87;41.44
principio de hernia discal;50;0%;0%;Bajo;24;;
problema de disco en la columna;50;0%;0%;Bajo;14;;
problema de disco lumbar;50;0%;0%;Bajo;32;13.92;20.64
problema en los discos de la columna;50;0%;0%;Bajo;14;;
problemas de discos columna vertebral;50;0%;0%;Bajo;30;21.67;107.22
problemas de hernia discal;50;0%;0%;Alto;71;;
problemas discales;50;0%;∞;Bajo;14;;
problemas en discos de la columna;50;0%;∞;Bajo;29;;
procedimiento accidente de trabajo;50;0%;0%;Bajo;25;67.85;357.43
procedimiento ante comisiones médicas;50;0%;0%;Bajo;10;;
procedimiento ante las comisiones medicas;50;0%;0%;Bajo;3;;
procedimiento art ante accidente trabajo;50;0%;0%;Medio;37;;
procedimiento comisiones medicas;50;0%;0%;Bajo;7;;
procedimiento en caso de accidente laboral;50;0%;0%;Bajo;24;;
protesis de dedo pulgar;50;0%;0%;Bajo;2;;
protesis dedo meñique;50;0%;0%;Bajo;7;;
protesis para dedo meñique;50;0%;0%;Medio;33;;
protesis para dedo pulgar;50;0%;0%;Bajo;10;;
protrusion discal l4 l5;50;0%;0%;Bajo;16;13.42;41.45
protrusion discal l5 s1;50;0%;0%;Bajo;4;;
protrusión de disco;50;0%;0%;Bajo;12;10.14;41.75
protrusión del disco intervertebral;50;0%;0%;Bajo;8;;
protrusión discal c5 c6;50;0%;0%;Bajo;14;11.97;41.60
protrusión discal central;50;0%;0%;Bajo;0;;
protrusión discal cervical;50;0%;0%;Bajo;15;10.66;41.02
protrusión discal foraminal;50;0%;0%;Bajo;5;;
protrusión discal lumbar;50;0%;0%;Bajo;14;;
protrusión discal posterior;50;0%;0%;Bajo;11;10.04;41.44
protrusión discal posteromedial;50;0%;0%;Bajo;12;10.10;43.12
protrusión discal y hernia de disco es lo mismo;50;0%;0%;Bajo;1;;
protusion discal cervical sintomas;50;0%;0%;Bajo;29;;
protusion discal dorsal;50;0%;0%;Bajo;25;10.19;79.84
protusion discal es lo mismo que hernia de disco;50;0%;0%;Bajo;6;;
protusion discal l4 l5 ejercicios;50;0%;0%;Bajo;11;;
protusion discal l5 s1 incapacidad;50;0%;0%;Medio;33;;
protusion discal lumbar tratamiento;50;0%;0%;Bajo;27;18.30;84.50
protusion discal operacion;50;0%;∞;Bajo;12;;
protusion l5;50;0%;0%;Bajo;10;;
protusion l5 s1;50;0%;0%;Bajo;14;10.14;52.04
protusion y hernia;50;0%;0%;Bajo;6;;
protusiones cervicales incapacidad;50;0%;-100%;Desconocido;;;
protusión hernia;50;0%;0%;Bajo;5;;
protusión l4 l5;50;0%;0%;Bajo;13;10.11;41.59
protusión y hernia discal;50;0%;0%;Bajo;9;;
prótesis de manos y dedos;50;0%;0%;Bajo;26;9.35;70.88
puede salir una hernia en la espalda;50;0%;∞;Bajo;0;;
pueden salir hernias en la espalda;50;0%;∞;Bajo;0;;
puedo hacer ejercicio con una hernia discal;50;0%;-100%;Desconocido;;;
punta de dedo;50;0%;0%;Bajo;0;;
punto de incapacidad;50;0%;0%;Bajo;18;22.56;89.20
puntos de discapacidad art;50;0%;0%;Bajo;23;30.16;71.13
puntos de incapacidad por accidente de transito;50;0%;0%;Medio;38;58.96;208.31
puntos por incapacidad art;50;0%;0%;Medio;38;36.22;95.40
pérdida de fuerza en las piernas por hernia discal;50;0%;∞;Medio;43;;
quebradura de la tibia;50;0%;0%;Bajo;6;;
quebradura de peroné;50;0%;0%;Bajo;2;;
quebradura de tibia y perone recuperacion;50;0%;0%;Bajo;3;;
quebradura expuesta de tibia y perone;50;0%;0%;Bajo;5;;
quebradura perone;50;0%;0%;Bajo;4;;
quebradura tibia y perone;50;0%;0%;Bajo;3;;
quinto disco lumbar;50;0%;0%;Bajo;6;;
quitar dolor hernia discal;50;0%;-100%;Desconocido;;;
recalificación laboral indemnización;50;0%;0%;Medio;35;32.81;103.20
rechazo art;50;0%;0%;Bajo;15;23.69;207.87
rechazo de enfermedad profesional;50;0%;0%;Bajo;19;57.25;67.60
rechazo de siniestro art;50;0%;0%;Bajo;22;28.20;315.75
rechazo enfermedad profesional;50;0%;0%;Bajo;11;;
rechazo por enfermedad no listada;50;0%;0%;Bajo;2;;
reclamo art por accidente trabajo;50;0%;0%;Medio;52;67.78;393.24
recuperacion de perone fracturado;50;0%;0%;Bajo;0;;
recuperacion fractura de perone;50;0%;0%;Bajo;2;;
recuperacion fractura tibia;50;0%;0%;Bajo;2;;
recuperacion fractura tibia y perone;50;0%;0%;Bajo;7;21.53;62.73
recuperacion operacion hernia discal;50;0%;0%;Bajo;16;12.37;41.28
recuperacion operacion hernia lumbar;50;0%;0%;Desconocido;;;
recuperacion operacion perone;50;0%;0%;Bajo;2;;
recuperacion operacion tibia y perone;50;0%;0%;Bajo;10;;
recuperacion rotura de perone;50;0%;0%;Bajo;0;;
recuperación de tibia y peroné;50;0%;0%;Bajo;4;3.37;342.10
recuperación tibia y peroné;50;0%;0%;Bajo;18;2.00;18.70
rehabilitacion de pierna fracturada;50;0%;0%;Bajo;0;;
rehabilitacion fractura perone;50;0%;0%;Bajo;18;;
rehabilitacion para fractura de tibia y perone;50;0%;-100%;Desconocido;;;
rehabilitacion perone;50;0%;0%;Desconocido;;;
rehabilitación de tibia y perone;50;0%;0%;Bajo;21;51.99;103.21
rehabilitación fractura tibia y peroné;50;0%;0%;Bajo;11;;
rehabilitación tibia y peroné;50;0%;0%;Bajo;23;;
reintegro art empleador;50;0%;-90%;Bajo;22;33.55;248.92
remuneracion por accidente de trabajo;50;0%;∞;Medio;38;;
reposo hernia discal;50;0%;-100%;Desconocido;;;
resonancia cervical hernia;50;0%;0%;Bajo;2;;
resonancia de hernia discal;50;0%;0%;Bajo;7;;
resonancia hernia cervical;50;0%;0%;Bajo;7;;
resonancia hernia discal l5 s1;50;0%;0%;Bajo;4;;
resonancia magnética hernia discal;50;0%;0%;Bajo;5;;
riesgo de trabajo incapacidad;50;0%;-100%;Desconocido;;;
riesgos de cirugia de hernia discal;50;0%;0%;Bajo;5;;
ripte como se calcula;50;0%;0%;Bajo;10;20.75;65.95
rmn hernia discal lumbar;50;0%;0%;Bajo;10;;
rodilla tibia y perone;50;0%;0%;Bajo;0;;
rotura de disco;50;0%;0%;Bajo;11;18.63;41.68
rotura de disco intervertebral;50;0%;0%;Bajo;5;;
rotura de disco lumbar;50;0%;0%;Bajo;10;;
rotura de perone con desplazamiento;50;0%;-100%;Desconocido;;;
rotura de perone y tibia;50;0%;0%;Bajo;2;;
rotura de peroné sin desplazamiento;50;0%;-100%;Desconocido;;;
rotura de tibia operación;50;0%;-100%;Desconocido;;;
rotura de tibia y perone por el tobillo;50;0%;0%;Bajo;0;;
rotura de tobillo tibia y perone recuperacion;50;0%;0%;Bajo;10;;
rotura del peroné;50;0%;0%;Bajo;3;;
rotura discal;50;0%;0%;Bajo;5;;
rotura tibia;50;0%;∞;Bajo;0;;
rotura tibia perone y tobillo;50;0%;0%;Bajo;0;;
rotura tibia y peroné;50;0%;0%;Bajo;6;2.83;41.75
rotura tibia y peroné operación;50;0%;∞;Medio;57;41.28;311.23
rt trabajadores;50;0%;0%;Bajo;6;;
ruptura de perone;50;0%;0%;Bajo;0;;
ruptura de tibia y peroné;50;0%;0%;Bajo;2;;
s1 l5 hernia;50;0%;0%;Bajo;5;;
saber si tengo hernia discal;50;0%;-100%;Desconocido;;;
se considera accidente de trabajo;50;0%;0%;Bajo;0;;
se cura la hernia discal;50;0%;0%;Bajo;7;;
se cura una hernia discal;50;0%;0%;Bajo;24;1.85;52.74
se operan las hernias de disco;50;0%;0%;Bajo;18;12.22;75.93
se operan las hernias discales;50;0%;0%;Bajo;15;;
se puede hacer ejercicio con hernia discal;50;0%;0%;Bajo;0;;
se puede hacer ejercicio con una hernia discal;50;0%;0%;Bajo;5;;
se puede levantar peso con hernia de disco;50;0%;0%;Bajo;11;;
se puede operar la hernia de disco;50;0%;0%;Bajo;29;30.39;93.26
se puede operar una hernia en la columna;50;0%;0%;Desconocido;;;
se puede operar una hernia lumbar;50;0%;0%;Desconocido;;;
se puede trabajar con hernia discal;50;0%;0%;Bajo;0;;
se puede trabajar con una hernia discal;50;0%;0%;Bajo;0;;
secuelas de fractura de peroné;50;0%;0%;Bajo;0;;
secuelas de fractura de tibia y peroné;50;0%;0%;Bajo;0;;
secuelas de hernia discal;50;0%;0%;Bajo;29;;
secuelas fractura peroné;50;0%;-100%;Desconocido;;;
secuelas incapacitantes;50;0%;0%;Bajo;15;28.93;93.48
secuelas incapacitantes art;50;0%;-90%;Medio;38;35.37;120.72
secuelas por fractura de tibia y peroné;50;0%;0%;Desconocido;;;
seguros y riesgos art;50;0%;0%;Bajo;28;47.41;628.76
seguros y riesgos calculo indemnizacion;50;0%;0%;Bajo;18;107.25;184.16
seguros y riesgos indemnizacion;50;0%;0%;Bajo;18;;
si estoy por art quien me paga el sueldo;50;0%;0%;Medio;40;50.09;341.90
si tengo hernia de disco puedo hacer ejercicio;50;0%;0%;Bajo;2;;
si tengo un accidente laboral;50;0%;0%;Medio;48;75.88;391.65
si tengo un accidente laboral me pueden despedir;50;0%;0%;Bajo;0;;
si tengo una hernia discal puedo hacer ejercicio;50;0%;∞;Bajo;0;;
si un trabajador se accidenta en el trabajo;50;0%;0%;Desconocido;;;
signos de hernia discal lumbar;50;0%;0%;Desconocido;;;
simulador art;50;0%;0%;Medio;44;36.52;186.13
simulador de accidentes laborales;50;0%;0%;Medio;43;40.45;342.08
simulador de art;50;0%;0%;Medio;52;78.90;317.47
simulador de incapacidad art;50;0%;0%;Bajo;21;8.73;37.68
simulador de indemnización art;50;0%;0%;Medio;43;29.44;309.42
sintomas cuando hay hernia en la columna;50;0%;0%;Desconocido;;;
sintomas de abombamiento discal;50;0%;0%;Bajo;21;;
sintomas de disco de la columna desviado;50;0%;0%;Desconocido;;;
sintomas de disco herniado;50;0%;∞;Bajo;0;;
sintomas de hernias discales lumbares;50;0%;0%;Bajo;27;;
sintomas de un disco de la columna dañado;50;0%;0%;Desconocido;;;
sintomas graves de hernia cervical;50;0%;-100%;Desconocido;;;
sintomas hernia de disco dorsal;50;0%;0%;Bajo;22;10.05;25.50
sintomas hernia discal c5 c6;50;0%;-100%;Desconocido;;;
sintomas hernia discal l4 l5;50;0%;0%;Bajo;17;28.19;124.78
sintomas hernia discal l5 s1;50;0%;0%;Bajo;0;;
sintomas hernia dorsal;50;0%;0%;Bajo;14;;
sintomas hernia l5 s1;50;0%;0%;Bajo;19;;
sintomas hernia lumbar l5 s1;50;0%;0%;Bajo;10;;
solicitar incapacidad por hernia discal;50;0%;0%;Desconocido;;;
solucion hernia discal;50;0%;0%;Bajo;21;13.68;73.93
srt determinacion de incapacidad;50;0%;0%;Bajo;22;36.91;67.35
srt dictamen medico;50;0%;0%;Bajo;2;;
srt enfermedad profesional;50;0%;0%;Bajo;23;27.52;82.47
srt ley de riesgos del trabajo;50;0%;0%;Bajo;4;;
srt rechazo de siniestro;50;0%;0%;Bajo;4;;
síntoma de hernia en la columna;50;0%;0%;Bajo;12;18.70;41.58
síntomas de hernia en la espalda;50;0%;0%;Bajo;1;;
tabla baremo 2021 argentina;50;0%;0%;Bajo;0;;
tabla de accidentes de trabajo;50;0%;0%;Bajo;20;67.08;161.07
tabla de accidentes laborales;50;0%;0%;Bajo;10;;
tabla de baremo 2021 argentina;50;0%;0%;Bajo;0;;
tabla de incapacidad;50;0%;0%;Bajo;11;27.69;1561.04
tabla de incapacidades laborales 2021 argentina;50;0%;0%;Bajo;0;;
tabla de indemnización;50;0%;0%;Bajo;23;3.54;30.64
tabla de indemnización arl;50;0%;0%;Desconocido;;;
tabla de indemnización por enfermedad laboral;50;0%;0%;Medio;36;;
tabla de indemnización por pérdida de capacidad laboral;50;0%;-100%;Desconocido;;;
tabla de porcentaje de incapacidad art;50;0%;0%;Medio;34;67.42;357.82
tabla de valores de indemnizacion por accidente;50;0%;0%;Bajo;20;34.28;212.75
tabla incapacidad laboral;50;0%;0%;Bajo;20;37.29;67.85
tabla indemnización accidente laboral;50;0%;0%;Bajo;0;;
tabla para liquidar indemnizaciones por pérdida de capacidad laboral;50;0%;0%;Bajo;21;;
te indemnizan por accidente laboral;50;0%;0%;Medio;50;51.05;199.65
te pueden echar estando con art;50;0%;0%;Medio;47;93.48;366.78
tendinitis art;50;0%;0%;Medio;43;24.79;98.76
tengo 3 hernias discales;50;0%;∞;Bajo;29;;
tengo hernia de disco;50;0%;0%;Bajo;11;18.70;56.37
tengo hernia de disco que ejercicios puedo hacer;50;0%;0%;Bajo;11;11.69;46.74
tengo hernia de disco y me duele la pierna;50;0%;0%;Bajo;22;18.70;80.25
tengo hernia discal;50;0%;0%;Medio;43;;
tengo hernia discal l5 s1;50;0%;0%;Medio;50;;
tengo hernia discal que ejercicios puedo hacer;50;0%;0%;Bajo;0;;
tengo un disco de la columna desviado;50;0%;-100%;Desconocido;;;
tengo una hernia discal;50;0%;0%;Bajo;14;;
tengo una hernia en la columna;50;0%;∞;Bajo;5;;
terapia de tibia y perone;50;0%;0%;Desconocido;;;
terapia para fractura de perone;50;0%;0%;Desconocido;;;
terapia para fractura de tibia y perone;50;0%;0%;Desconocido;;;
terapia para pierna fracturada;50;0%;0%;Desconocido;;;
tibia hueso fractura;50;0%;0%;Bajo;1;;
tibia rota;50;0%;0%;Bajo;0;;
tibia y;50;0%;0%;Bajo;0;;
tibia y perone lesion;50;0%;0%;Bajo;1;;
tibia y perone operacion;50;0%;0%;Bajo;3;;
tibia y perone quebrado;50;0%;0%;Bajo;3;;
tibia y perone quebradura;50;0%;0%;Bajo;1;;
tibia y perone rotos;50;0%;0%;Bajo;0;;
tiempo de baja laboral por rotura de tibia y peroné;50;0%;0%;Desconocido;;;
tiempo de baja por protusión discal cervical;50;0%;0%;Desconocido;;;
tiempo de recuperacion fractura de perone;50;0%;0%;Bajo;2;;
tiempo de recuperacion fractura de tibia;50;0%;0%;Bajo;0;;
tiempo de recuperación de fractura de tibia y peroné;50;0%;0%;Bajo;10;;
tiempo para denunciar un accidente de trabajo;50;0%;0%;Bajo;11;;
tiempo recuperacion operacion hernia discal;50;0%;-100%;Desconocido;;;
tiempo recuperacion rotura tibia y perone;50;0%;0%;Desconocido;;;
tiene cura una hernia discal;50;0%;0%;Medio;57;;
tipo de hernias discales;50;0%;0%;Bajo;11;10.05;40.02
tipos de fractura tibia y perone;50;0%;∞;Bajo;0;;
tipos de hernia discal lumbar;50;0%;∞;Bajo;19;;
tipos de hernias cervicales;50;0%;0%;Bajo;0;;
tipos de hernias lumbares;50;0%;0%;Bajo;20;;
tobillo y perone;50;0%;0%;Bajo;0;;
todas las hernias discales se operan;50;0%;∞;Bajo;7;;
tope minimo indemnizacion art;50;0%;0%;Bajo;21;;
tornillos en tibia y peroné;50;0%;0%;Bajo;3;;
trabajar con hernia discal;50;0%;0%;Bajo;19;;
tramite ante comision medica;50;0%;0%;Bajo;4;;
tratamiento de hernia discal sin cirugia;50;0%;0%;Bajo;29;;
tratamiento de hernia lumbar;50;0%;0%;Bajo;27;13.73;87.57
tratamiento dolor hernia discal;50;0%;0%;Bajo;29;;
tratamiento fisioterapeutico para fractura de tibia y perone;50;0%;0%;Bajo;29;;
tratamiento hernia discal l4 l5;50;0%;0%;Medio;43;9.99;37.91
tratamiento hernia l5 s1;50;0%;0%;Bajo;0;;
tratamiento para discos herniados;50;0%;0%;Bajo;0;;
tratamiento para dolor de hernia discal;50;0%;0%;Bajo;29;;
tratamiento para fractura de perone;50;0%;0%;Bajo;7;;
tratamiento para fractura de tibia;50;0%;0%;Bajo;0;;
tratamiento para fractura de tibia y perone;50;0%;0%;Bajo;0;;
tratamiento para hernia cervical;50;0%;0%;Medio;39;12.15;38.16
tratamiento para hernia de disco cervical;50;0%;0%;Medio;38;12.04;59.86
tratamiento para hernia de disco lumbar;50;0%;0%;Medio;39;20.03;101.78
tratamiento para hernia discal cervical;50;0%;0%;Medio;37;;
tratamiento para hernia discal l5 s1;50;0%;0%;Medio;50;;
tratamiento para hernia discal lumbar;50;0%;0%;Medio;34;30.01;65.43
tratamiento para hernia en la columna;50;0%;-100%;Desconocido;;;
tratamientos para hernias;50;0%;0%;Bajo;32;;
tratar hernia discal;50;0%;0%;Medio;43;;
tres hernias de disco;50;0%;0%;Bajo;32;;
triple fractura de tibia y perone;50;0%;0%;Bajo;21;;
un accidente in itinere;50;0%;0%;Bajo;4;;
un accidente laboral;50;0%;0%;Bajo;17;;
un accidente laboral es;50;0%;0%;Bajo;5;;
una hernia de disco;50;0%;0%;Bajo;16;10.99;41.44
una hernia discal;50;0%;0%;Bajo;0;;
una hernia en la columna;50;0%;-100%;Desconocido;;;
una hernia es una enfermedad laboral;50;0%;-100%;Desconocido;;;
una hernia se considera accidente de trabajo;50;0%;0%;Bajo;14;;
una hernia se cura sola;50;0%;0%;Bajo;0;;
valor de cada dedo en argentina;50;0%;0%;Desconocido;;;
valor de dedos amputados;50;0%;-100%;Desconocido;;;
valor de dedos de la mano;50;0%;0%;Bajo;14;;
valor de indemnizacion por accidente laboral;50;0%;0%;Medio;37;;
valor de indemnizacion por perdida de dedos;50;0%;-100%;Desconocido;;;
valor de los dedos en accidentes laborales en argentina;50;0%;0%;Medio;52;58.78;196.09
valor de un dedo por accidente de trabajo;50;0%;0%;Medio;61;67.08;117.24
valor dedos de la mano;50;0%;0%;Bajo;24;;
valor mensual del ingreso base;50;0%;0%;Bajo;0;;
varias hernias discales;50;0%;0%;Bajo;3;;
ver tibia y perone;50;0%;0%;Bajo;0;;
ejemplo de demanda laboral por accidente de trabajo;50;∞;0%;Medio;43;;
indemnización por hueso roto;50;∞;∞;Alto;71;;
operar hernia discal;50;∞;0%;Bajo;14;;
baremo indemnización por secuelas accidente laboral;50;∞;∞;Bajo;14;;
calculo indemnizacion lesiones;50;∞;∞;Medio;36;;
por accidente de trabajo cuanto se cobra;50;∞;0%;Medio;57;;
si tienes un accidente laboral;50;∞;0%;Bajo;0;;
precio de cirugia de hernia discal;50;∞;0%;Medio;57;;
3 hernias discales;50;∞;∞;Bajo;7;;
abogados laborales accidentes de trabajo;50;∞;0%;Alto;86;;
baja laboral por accidente laboral;50;∞;∞;Bajo;14;;
baja laboral por hernia discal lumbar;50;∞;∞;Bajo;14;;
causas hernias discales;50;∞;0%;Medio;36;;
cirugia de la tibia;50;∞;∞;Bajo;11;;
cirugía para hernia discal;50;∞;∞;Medio;64;;
con una hernia discal se puede trabajar;50;∞;0%;Bajo;0;;
consecuencias de una hernia cervical;50;∞;0%;Medio;38;;
cura para hernia discal;50;∞;0%;Alto;71;;
cura para la hernia discal;50;∞;0%;Alto;71;;
cuáles son las hernias discales;50;∞;∞;Bajo;0;;
cuáles son los síntomas de una hernia en la columna;50;∞;∞;Bajo;0;;
desgaste de disco lumbar sintomas;50;∞;0%;Bajo;0;;
desviacion de discos de la columna;50;∞;∞;Bajo;11;;
diferencia entre hernia discal y ciatica;50;∞;∞;Bajo;29;;
disco de la columna inflamado;50;∞;0%;Bajo;14;;
disco desviado de la columna vertebral sintomas;50;∞;∞;Bajo;14;;
disco intervertebral herniado;50;∞;0%;Bajo;0;;
discopatia y hernia lumbar;50;∞;∞;Bajo;29;;
discos de la cervical;50;∞;0%;Bajo;14;;
discos de la espina dorsal;50;∞;∞;Bajo;0;;
dolor de espalda discos lesionados;50;∞;0%;Bajo;11;;
dolor de hernia cervical;50;∞;0%;Medio;43;;
dolor de hernia en la espalda;50;∞;0%;Bajo;14;;
dolor de los discos de la columna;50;∞;0%;Bajo;14;;
dolor del disco de la columna;50;∞;0%;Medio;38;;
dolor en la l5;50;∞;0%;Bajo;0;;
dolor en los discos de la espalda;50;∞;∞;Bajo;29;;
dolor hernia discal cervical;50;∞;∞;Bajo;0;;
dolor hernias discales lumbares;50;∞;∞;Bajo;14;;
dolor por hernia lumbar;50;∞;0%;Medio;43;;
dolor por protusion discal;50;∞;0%;Bajo;16;;
días de baja por hernia discal;50;∞;∞;Bajo;0;;
ejercicios de hernia discal;50;∞;0%;Bajo;14;;
ejercicios espalda hernia discal;50;∞;∞;Bajo;0;;
ejercicios para hernia en la columna;50;∞;0%;Bajo;14;;
ejercicios para hernia l4 l5;50;∞;0%;Bajo;29;;
ejercicios para los discos de la columna;50;∞;0%;Bajo;14;;
ejercicios para operados de hernia discal;50;∞;∞;Medio;57;;
ejercicios para zona lumbar hernia discal;50;∞;0%;Bajo;14;;
ejercicios que puedo hacer con hernia discal;50;∞;0%;Bajo;0;;
en un accidente de trabajo quien paga la incapacidad;50;∞;∞;Alto;71;;
factores de riesgo hernia discal;50;∞;0%;Bajo;0;;
fractura abierta tibia y perone;50;∞;0%;Bajo;7;;
fractura de perone y tibia recuperacion;50;∞;∞;Bajo;0;;
fractura desplazada de perone;50;∞;0%;Bajo;0;;
hernia c5 c6 tratamiento;50;∞;∞;Bajo;29;;
hernia de disco l3 l4 sintomas;50;∞;0%;Bajo;10;;
hernia discal c4 c5 sintomas;50;∞;0%;Bajo;0;;
hernia discal c5 c6 c7;50;∞;0%;Bajo;14;;
hernia discal coxis;50;∞;0%;Bajo;29;;
hernia discal es peligrosa;50;∞;∞;Bajo;0;;
hernia discal espalda alta;50;∞;0%;Bajo;19;;
hernia discal incapacidad permanente;50;∞;∞;Bajo;29;;
hernia discal inflamada;50;∞;∞;Bajo;0;;
hernia discal l5 s1 cuando operar;50;∞;0%;Medio;43;;
hernia discal l5 y s1;50;∞;0%;Bajo;0;;
hernia discal lumbar porque se produce;50;∞;0%;Bajo;0;;
hernia discal lumbar sintomas y tratamiento;50;∞;∞;Bajo;17;;
hernia discal posterior central l4 l5;50;∞;0%;Medio;43;;
hernia discal postero central;50;∞;∞;Bajo;0;;
hernia discal que medico lo trata;50;∞;0%;Bajo;14;;
hernia discal quien la trata;50;∞;∞;Bajo;0;;
hernia discal se puede operar;50;∞;∞;Bajo;29;;
hernia discal sin dolor;50;∞;0%;Bajo;20;;
hernia en el sacro lumbar;50;∞;0%;Bajo;0;;
hernia en la columna l5 s1;50;∞;∞;Bajo;0;;
hernia en la espina dorsal;50;∞;∞;Bajo;19;;
hernia en las lumbares;50;∞;0%;Bajo;14;;
hernia en nervio ciatico;50;∞;0%;Bajo;14;;
hernia entre l5 y s1;50;∞;0%;Bajo;20;;
hernia espalda baja tratamiento;50;∞;0%;Bajo;0;;
hernia interdiscal;50;∞;0%;Medio;39;;
hernia lumbar diagnostico;50;∞;0%;Bajo;21;;
hernia lumbar extruida;50;∞;0%;Bajo;21;;
hernia lumbar l4 y l5;50;∞;∞;Bajo;7;;
hernia lumbar porque se produce;50;∞;0%;Bajo;14;;
hernia lumbar se cura;50;∞;0%;Bajo;21;;
hernia nucleo pulposo cervical;50;∞;0%;Bajo;0;;
hernia posterior central;50;∞;0%;Bajo;0;;
hernia s1 en l5;50;∞;∞;Bajo;29;;
hernias cervicales y lumbares;50;∞;∞;Medio;35;;
hernias discales lumbares tratamiento;50;∞;0%;Bajo;29;;
hernias intervertebrales;50;∞;0%;Bajo;0;;
hueso del perone roto;50;∞;0%;Bajo;0;;
incapacidad laboral por accidente de trabajo;50;∞;0%;Bajo;0;;
indemnización permanente parcial;50;∞;∞;Bajo;14;;
indemnización por amputación de falange distal;50;∞;∞;Bajo;14;;
jugadores con fractura de tibia y perone;50;∞;0%;Bajo;4;;
l2 l3 l4 l5 s1;50;∞;0%;Bajo;0;;
la hernia discal;50;∞;0%;Bajo;8;;
la hernia discal es peligrosa;50;∞;∞;Bajo;14;;
la hernia lumbar;50;∞;∞;Bajo;4;;
la hernia lumbar es una enfermedad profesional;50;∞;∞;Bajo;0;;
las hernias lumbares desaparecen;50;∞;∞;Bajo;0;;
lesion en discos lumbares;50;∞;∞;Bajo;14;;
los discos de la espalda;50;∞;0%;Bajo;0;;
medicina para hernia discal;50;∞;0%;Bajo;0;;
